clip_id,display_name,srt_file,srt_path
2026-06-01 20-08-34__chapter_0001,Chapitre 1,Chapitre 1.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Chapitre 1.srt
2026-06-01 20-08-34__chapter_0002,Chapitre 2,Chapitre 2.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Chapitre 2.srt
2026-06-01 20-08-34__chapter_0003,Chapitre 3,Chapitre 3.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Chapitre 3.srt
2026-06-01 20-08-34__chapter_0004,Chapitre 4,Chapitre 4.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Chapitre 4.srt
2026-06-01 20-08-34__fallback_0000,Auto 1,Auto 1.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Auto 1.srt
2026-06-01 20-08-34__fallback_0001,Auto 2,Auto 2.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Auto 2.srt
2026-06-01 20-08-34__fallback_0004,Auto 3,Auto 3.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Auto 3.srt
2026-06-01 20-08-34__fallback_0005,Auto 4,Auto 4.srt,C:\Users\untho\Desktop\Short Editor\output\subtitles\batch_20260604_010059_525230\Auto 4.srt
